point	title	description	iconSize	iconOffset	icon
48.9532777778,9.60969444444	<a href="http://kein Artikel/wiki/Wp 9/107 (Steinturm)" target="pedia">Wp 9/107 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9532777778, 9.60969444444<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>Altgrabung; sichtbare Fundamente</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9440555556,9.61316666667	<a href="http://kein Artikel/wiki/Wp 9/111 (Steinturm)" target="pedia">Wp 9/111 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9440555556, 9.61316666667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>Altgrabung; Schutth&#252;gel; 1997 Raubgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.92915,9.61848333333	<a href="http://kein Artikel/wiki/Wp 9/116 (&#228;lterer Steinturm)" target="pedia">Wp 9/116 (&#228;lterer Steinturm)</a>	<div style="max-width: 250px;">Geo 48.92915, 9.61848333333<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>Nachuntersuchung 1977 (Planck): 2 Steint&#252;rme, selbes Fundament, Untergang 233?</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.920875,9.62079166667	<a href="http://kein Artikel/wiki/Wp 9/118 (Steinturm)" target="pedia">Wp 9/118 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.920875, 9.62079166667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9104305556,9.62466666667	<a href="http://kein Artikel/wiki/Wp 9/121 (Steinturm)" target="pedia">Wp 9/121 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9104305556, 9.62466666667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9085416667,9.62538888889	<a href="http://kein Artikel/wiki/Wp 9/122 (Steinturm)" target="pedia">Wp 9/122 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9085416667, 9.62538888889<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9049722222,9.62647222222	<a href="http://kein Artikel/wiki/Wp 9/123 (Steinturm)" target="pedia">Wp 9/123 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9049722222, 9.62647222222<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br><br>N&#246;rdlich der von der RLK gemutma&#223;ten Stelle entdeckt</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9,9.62852777778	<a href="http://kein Artikel/wiki/Wp 9/124 (Steinturm)" target="pedia">Wp 9/124 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9, 9.62852777778<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.8934722222,9.6315	<a href="http://kein Artikel/wiki/Wp 9/126 (Steinturm)" target="pedia">Wp 9/126 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.8934722222, 9.6315<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.8897916667,9.63222222222	<a href="http://kein Artikel/wiki/Wp 9/127 (Steinturm)" target="pedia">Wp 9/127 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.8897916667, 9.63222222222<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>Altgrabung; durch fr&#252;hen Einmessungsfehler: genauer Standort verloren</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.8722722222,9.63245	<a href="http://de.wikipedia.org/wiki/Kastelle von Welzheim" target="pedia">Kastelle von Welzheim</a>	<div style="max-width: 250px;">Geo 48.8722722222, 9.63245<br>Alenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>um 155/160 n. Chr. bis um 259/260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.8713888889,9.64222222222	<a href="http://de.wikipedia.org/wiki/Kastelle von Welzheim" target="pedia">Kastelle von Welzheim</a>	<div style="max-width: 250px;">Geo 48.8713888889, 9.64222222222<br>Numeruskastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 9: "Vorderer Limes"<br>um 155/160 n. Chr. bis um 259/260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.7982916667,9.68752777778	<a href="http://de.wikipedia.org/wiki/Kastell Lorch" target="pedia">Kastell Lorch</a>	<div style="max-width: 250px;">Geo 48.7982916667, 9.68752777778<br>Kohortenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 12: Vorderer Limes<br>um 150/160 n. Chr. bis um 260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.7866944444,9.77691666667	<a href="http://de.wikipedia.org/wiki/Kastell Schirenhof" target="pedia">Kastell Schirenhof</a>	<div style="max-width: 250px;">Geo 48.7866944444, 9.77691666667<br>Kohortenkastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 12: Raetischer Limes<br>um 150 n. Chr. bis um 244/47 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.8187222222,9.92402777778	<a href="http://de.wikipedia.org/wiki/Kastell Unterb&#246;bingen" target="pedia">Kastell Unterb&#246;bingen</a>	<div style="max-width: 250px;">Geo 48.8187222222, 9.92402777778<br>Kohortenkastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 12: Raetischer Limes<br>zwischen 150 bis 160 n. Chr. bis sp&#228;testens 266 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.8355777778,10.0847194444	<a href="http://de.wikipedia.org/wiki/Kastell Aalen" target="pedia">Kastell Aalen</a>	<div style="max-width: 250px;">Geo 48.8355777778, 10.0847194444<br>Alenkastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 12: Raetischer Limes<br>um 150/155 bis sp&#228;testens um 259/60 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9097166667,10.1451555556	<a href="http://de.wikipedia.org/wiki/Kastell Buch" target="pedia">Kastell Buch</a>	<div style="max-width: 250px;">Geo 48.9097166667, 10.1451555556<br>Kohortenkastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 12: Raetischer Limes<br>um 130/140 n. Chr. bis um 260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9247416667,10.1824	<a href="http://kein Artikel/wiki/Wp 12/84 (Steinturm)" target="pedia">Wp 12/84 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9247416667, 10.1824<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 12: Raetischer Limes<br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9285777778,10.1896138889	<a href="http://kein Artikel/wiki/Wp 12/85 (Steinturm)" target="pedia">Wp 12/85 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9285777778, 10.1896138889<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 12: Raetischer Limes<br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9724083333,10.2721222222	<a href="http://kein Artikel/wiki/Wp 12/101 (Steinturm)" target="pedia">Wp 12/101 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9724083333, 10.2721222222<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 12: Raetischer Limes<br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9831944444,10.2856944444	<a href="http://de.wikipedia.org/wiki/Kastell Halheim" target="pedia">Kastell Halheim</a>	<div style="max-width: 250px;">Geo 48.9831944444, 10.2856944444<br>Numeruskastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 12: Raetischer Limes<br>um 125/150 n. Chr. bis 260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0464472222,10.4805472222	<a href="http://de.wikipedia.org/wiki/Kastell Ruffenhofen" target="pedia">Kastell Ruffenhofen</a>	<div style="max-width: 250px;">Geo 49.0464472222, 10.4805472222<br>Auxiliarkastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 13: Raetischer Limes<br>trajanisch bis um 250 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1052861111,10.591075	<a href="http://kein Artikel/wiki/Wp 13/36 (Steinturm)" target="pedia">Wp 13/36 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1052861111, 10.591075<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 13: Raetischer Limes<br>Altgrabung, 2 aufeinander folgende, nebeneinander errichtete Steint&#252;rme<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1076388889,10.6084444444	<a href="http://kein Artikel/wiki/Wp 13/38 (Steinturm)" target="pedia">Wp 13/38 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1076388889, 10.6084444444<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 13: Raetischer Limes<br>Schutth&#252;gel</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1105555556,10.6449666667	<a href="http://kein Artikel/wiki/Wp 13/41 (Steinturm)" target="pedia">Wp 13/41 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1105555556, 10.6449666667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 13: Raetischer Limes<br>Altgrabung, seit 2007 als Teilrekonstruktion sichtbar<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1115,10.6623888889	<a href="http://kein Artikel/wiki/Wp 13/43 (Steinturm)" target="pedia">Wp 13/43 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1115, 10.6623888889<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 13: Raetischer Limes<br>Altgrabung, Schutth&#252;gel, Limesdurchgang, &#228;lterer Holzturm (noch keine Koordinaten) </div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1126666667,10.6876666667	<a href="http://kein Artikel/wiki/Wp 13/46 (Steinturm)" target="pedia">Wp 13/46 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1126666667, 10.6876666667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 13: Raetischer Limes<br>Altgrabung, heute nur durch Tafel und F&#228;hnchen markiert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1146472222,10.7218166667	<a href="http://kein Artikel/wiki/Wp 13/50 (Steinturm)" target="pedia">Wp 13/50 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1146472222, 10.7218166667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 13: Raetischer Limes<br>Altgrabung, &#228;lterer Holzturm (keine Koordinaten), Steinturmstelle heute nur durch Tafel und F&#228;hnchen markiert, Limesdurchgang</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0571944444,10.7045	<a href="http://de.wikipedia.org/wiki/Kastell Gnotzheim" target="pedia">Kastell Gnotzheim</a>	<div style="max-width: 250px;">Geo 49.0571944444, 10.7045<br>Kohortenkastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 13: Raetischer Limes<br>81/96 n. Chr. bis sp&#228;testens um 260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1127777778,10.7555555556	<a href="http://de.wikipedia.org/wiki/Kastell Gunzenhausen" target="pedia">Kastell Gunzenhausen</a>	<div style="max-width: 250px;">Geo 49.1127777778, 10.7555555556<br>Numeruskastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br>um 150 bis 241/42 oder sp&#228;testens 260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1162833333,10.7596222222	<a href="http://kein Artikel/wiki/Wp 14/2 (Steinturm)" target="pedia">Wp 14/2 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1162833333, 10.7596222222<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>1950 entdeckt (Quellen: P&#246;rtner/Schleiermacher)</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1166138889,10.7669361111	<a href="http://kein Artikel/wiki/Wp 14/1" target="pedia">Wp 14/1</a>	<div style="max-width: 250px;">Geo 49.1166138889, 10.7669361111<br>Wacht&#252;rme (Steinturm u. Holzturm)<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0893777778,10.8470527778	<a href="http://de.wikipedia.org/wiki/Kastell Theilenhofen" target="pedia">Kastell Theilenhofen</a>	<div style="max-width: 250px;">Geo 49.0893777778, 10.8470527778<br>Kohortenkastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br>um 100 n. Chr. bzw. nach 100/101 n. Chr. bis sp&#228;testens um 260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1170666667,10.7824194444	<a href="http://kein Artikel/wiki/Wp 14/6 (Steinturm)" target="pedia">Wp 14/6 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1170666667, 10.7824194444<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1165861111,10.7860861111	<a href="http://kein Artikel/wiki/Wp 14/7 (Steinturm)" target="pedia">Wp 14/7 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1165861111, 10.7860861111<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1145944444,10.7928777778	<a href="http://kein Artikel/wiki/Wp 14/8 (Steinturm)" target="pedia">Wp 14/8 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1145944444, 10.7928777778<br>Wachturm mit Zusatzbauten<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1117361111,10.8112666667	<a href="http://kein Artikel/wiki/Wp 14/10 (Steinturm)" target="pedia">Wp 14/10 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1117361111, 10.8112666667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1109722222,10.8198416667	<a href="http://kein Artikel/wiki/Wp 14/11 (Steinturm)" target="pedia">Wp 14/11 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1109722222, 10.8198416667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1102027778,10.8285111111	<a href="http://kein Artikel/wiki/Wp 14/12 (Steinturm)" target="pedia">Wp 14/12 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1102027778, 10.8285111111<br>Wachturm mit Limesdurchgang<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1104861111,10.8357666667	<a href="http://kein Artikel/wiki/Wp 14/13 (Steinturm)" target="pedia">Wp 14/13 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1104861111, 10.8357666667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1105222222,10.8447833333	<a href="http://kein Artikel/wiki/Wp 14/14 (Steinturm)" target="pedia">Wp 14/14 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1105222222, 10.8447833333<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.108525,10.8565166667	<a href="http://kein Artikel/wiki/Wp 14/15 (Steinturm)" target="pedia">Wp 14/15 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.108525, 10.8565166667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1043222222,10.8740416667	<a href="http://kein Artikel/wiki/Wp 14/17 (Steinturm)" target="pedia">Wp 14/17 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1043222222, 10.8740416667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.1032277778,10.8838055556	<a href="http://kein Artikel/wiki/Wp 14/18 (Steinturm)" target="pedia">Wp 14/18 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.1032277778, 10.8838055556<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.103,10.8915777778	<a href="http://kein Artikel/wiki/Wp 14/19 (Steinturm)" target="pedia">Wp 14/19 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.103, 10.8915777778<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0995277778,10.9010305556	<a href="http://kein Artikel/wiki/Wp 14/20 (Steinturm)" target="pedia">Wp 14/20 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0995277778, 10.9010305556<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0963083333,10.9123833333	<a href="http://kein Artikel/wiki/Wp 14/21 (Steinturm)" target="pedia">Wp 14/21 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0963083333, 10.9123833333<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0936027778,10.9227	<a href="http://kein Artikel/wiki/Wp 14/22 (Steinturm)" target="pedia">Wp 14/22 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0936027778, 10.9227<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0904638889,10.9359638889	<a href="http://kein Artikel/wiki/Wp 14/24 (Steinturm)" target="pedia">Wp 14/24 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0904638889, 10.9359638889<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0882916667,10.9448805556	<a href="http://kein Artikel/wiki/Wp 14/25 (Steinturm)" target="pedia">Wp 14/25 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0882916667, 10.9448805556<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0849888889,10.9605916667	<a href="http://kein Artikel/wiki/Wp 14/27 (Steinturm)" target="pedia">Wp 14/27 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0849888889, 10.9605916667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.084775,10.9704555556	<a href="http://kein Artikel/wiki/Wp 14/28 (Steinturm)" target="pedia">Wp 14/28 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.084775, 10.9704555556<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0798333333,10.992175	<a href="http://kein Artikel/wiki/Wp 14/30 (Steinturm)" target="pedia">Wp 14/30 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0798333333, 10.992175<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0748,11.0106583333	<a href="http://kein Artikel/wiki/Wp 14/33 (Steinturm)" target="pedia">Wp 14/33 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0748, 11.0106583333<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0631944444,11.0305	<a href="http://kein Artikel/wiki/Wp 14/36 (Steinturm)" target="pedia">Wp 14/36 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0631944444, 11.0305<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0590888889,11.0368722222	<a href="http://kein Artikel/wiki/Wp 14/37 (Steinturm)" target="pedia">Wp 14/37 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0590888889, 11.0368722222<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0512027778,11.0479611111	<a href="http://kein Artikel/wiki/Wp 14/39 (Steinturm)" target="pedia">Wp 14/39 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0512027778, 11.0479611111<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0473083333,11.0542166667	<a href="http://kein Artikel/wiki/Wp 14/40 (Steinturm)" target="pedia">Wp 14/40 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0473083333, 11.0542166667<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0441555556,11.0599833333	<a href="http://kein Artikel/wiki/Wp 14/41 (Steinturm)" target="pedia">Wp 14/41 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0441555556, 11.0599833333<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0381277778,11.0705805556	<a href="http://kein Artikel/wiki/Wp 14/43 (Steinturm)" target="pedia">Wp 14/43 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0381277778, 11.0705805556<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0254277778,11.0926861111	<a href="http://kein Artikel/wiki/Wp 14/47 (Steinturm)" target="pedia">Wp 14/47 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0254277778, 11.0926861111<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0228833333,11.0970777778	<a href="http://kein Artikel/wiki/Wp 14/48 (Steinturm)" target="pedia">Wp 14/48 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0228833333, 11.0970777778<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0308333333,10.9625	<a href="http://de.wikipedia.org/wiki/Kastell Wei&#223;enburg" target="pedia">Kastell Wei&#223;enburg</a>	<div style="max-width: 250px;">Geo 49.0308333333, 10.9625<br>Alenkastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br>um 90 n. Chr. bis gegen 253 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0638888889,10.9880555556	<a href="http://de.wikipedia.org/wiki/Kastell Ellingen" target="pedia">Kastell Ellingen</a>	<div style="max-width: 250px;">Geo 49.0638888889, 10.9880555556<br>Numeruskastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br>um 120 (+/-5) n. Chr. bis um 233 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0340861111,11.0510888889	<a href="http://de.wikipedia.org/wiki/Kastell Oberhochstatt" target="pedia">Kastell Oberhochstatt</a>	<div style="max-width: 250px;">Geo 49.0340861111, 11.0510888889<br>Numeruskastell<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br>bis sp&#228;testens um 260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.0006305556,11.1263638889	<a href="http://kein Artikel/wiki/Wp 14/53 (Steinturm)" target="pedia">Wp 14/53 (Steinturm)</a>	<div style="max-width: 250px;">Geo 49.0006305556, 11.1263638889<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
48.9943555556,11.1345277778	<a href="http://kein Artikel/wiki/Wp 14/54 (Steinturm)" target="pedia">Wp 14/54 (Steinturm)</a>	<div style="max-width: 250px;">Geo 48.9943555556, 11.1345277778<br>Wachturm<br>Provinz Raetia<br>Obergermanisch-Raetischer Limes, Strecke 14: Raetischer Limes<br><br>Altgrabung</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
